,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date,Summary,Meta_Score,User_Review
14115,Super Monkey Ball Deluxe,PS2,2005.0,Misc,Sega,0.12,0.09,0.0,0.03,0.24,2005-03-15,"Super Monkey Ball Deluxe features 300 stages (114 from ""Super Monkey Ball,"" 140 from ""Super Monkey Ball 2,"" and 46 Deluxe-exclusive boards. In addition to new stages, Super Monkey Ball Deluxe offers a new Challenge mode, integrating varying skill settings (Beginner, Advanced, and Expert) into one fluid ramp up, rather than breaking them out as independent gameplay sections. There will also be additional stages in the story mode. All twelve of the party games from Super Monkey Ball 1 & 2 are also included.",81.0,7.8
14119,Stella Glow,3DS,2015.0,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24,2015-11-17,The witch Hilda attempts to crystallize the world using her cursed song.,79.0,8.5
14120,PDC World Championship Darts 2008,Wii,2008.0,Sports,Oxygen Interactive,0.02,0.21,0.0,0.01,0.24,2009-06-16,"(Currently available in the UK/EU only) Go head-to-head with the greatest PDC Champions and be part of the year’s most fierce console Championship with PDC World Championship Darts 2008. Starring even more Champions, the full line up of electrifying tournaments, exceptional graphic enhancements, even more play modes and additional formats - PDC World Championship Darts is back for 2008. The first ten to be announced include Phil ‘The Power’ Taylor, the greatest player ever to throw a dart, winning his 13th World Championship title in 2006. Raymond ‘The Man’ van Barneveld, the current World Champion who defeated Taylor in the greatest ever final in January 2007. Also starring in the game are Colin ‘Jaws’ Lloyd, the number one player in the world in 2004 and 2005, winning two major titles along the way, Peter ‘One Dart’ Manley, double World Champion John ‘Darth Maple’ Part from Canada and the ever-popular Wayne “Hawaii 501” Mardle. [Oxygen Games]",51.0,5.4
14129,Azurik: Rise of Perathia,XB,2001.0,Action,Microsoft Game Studios,0.18,0.05,0.0,0.01,0.24,2001-11-25,"Young Azurik must learn to control the elements by mastering the ultimate weapon, the Axion. His goal: Restore balance to the universe. As Azurik, you journey through a vast, mysterious land filled with dynamic and dangerous creatures.",52.0,7.9
14130,Luminous Arc,DS,2007.0,Role-Playing,Rising Star Games,0.16,0.0,0.06,0.01,0.24,2007-08-14,"One thousand years ago, dragons and Witches warred against God for the fate of the world. God's power was triumphant, but it was a difficult struggle, and the deity sent Himself into a deep sleep to recover from the terrible wounds he suffered in the battle. Ten years ago, the Church has proclaimed that a great event will soon occur: God will be reborn, and the world will be led into a new golden age under His guidance. However, this news is coupled with a grave warning: the Witches will soon reappear to begin the millennia-old conflict once again. Take control of the Garden Children, a group of fighters and mages trained since childhood and dedicated to eradicating the Witch threat, and discover the mysteries behind their return, their motives, and their history. Create new weapons and equipment with the Vitae Imbuing system. Strengthen your friendship with comrades and improve your attacks on the battlefield. Compare your friends' strategic prowess against your own with Wi-Fi multiplayer. A variety of unique characters drive an epic story featuring voiced dialogue. [Atlus Software]",70.0,7.0
14131,The Lord of the Rings: Aragorn's Quest,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0.0,0.02,0.24,2010-09-14,"In The Lord of the Rings: Aragorn's Quest, players assume the role of Aragorn to take on his greatest quests from The Lord of the Rings trilogy. Wielding a sword, shield, bow and spear, fans will battle enemies, lead armies and journey through a colorful and fresh rendition of Middle-earth. Players can even switch between spear and sword on horseback; taking down evil foes in an action-packed gameplay experience. Two-player co-op gameplay featuring Gandalf allows kids, families and friends to work together in the heart of the action.",58.0,6.1
14141,Grand Slam Tennis 2,PS3,2012.0,Sports,Electronic Arts,0.09,0.11,0.0,0.04,0.24,2012-02-14,EA Sports' tennis sim makes its high-definition debut with a roster of 25 players and all four Grand Slam Championships next year.,73.0,5.4
14145,Monster Jam,PS2,2007.0,Racing,Activision,0.12,0.09,0.0,0.03,0.24,2007-11-13,"Experience extreme monster truck action as you catch massive air, crush cars, perform crazy stunts, destroy everything in your path, race to the finish line and more. Battle through stadium races, freestyle competitions and outdoor circuit tracks on your way to becoming the Monster Jam world champion. 20 of the biggest names in monster trucks: Grave Digger, Maximum Destruction, Monster Mutt, Blue Thunder, Bounty Hunter and more. Authentic Monster Jam action – Compete in 9 different stadiums on the Monster Jam tour as you compete in stadium racing, stadium circuit and stadium freestyle competitions. It’s like driving the real thing – Use 4 wheel steering to make hairpin turns and perform stunts such as crazy donuts. Put the pedal to the metal with turbo boost to catch massive air and accelerate past competition or through objects. Race your truck outdoors – Take your truck out of the stadium and battle to the finish line on 12 outdoor circuit tracks. Race on unique tracks such as an airport graveyard, a shipyard docks, a construction zone, and a ski resort. Destroy your environment – Each race track and freestyle event has a wide variety of fully destructible objects and obstacles including school buses, gas stations, construction trailers, luxury yachts, loaded semi-trailers and much more. [Activision]",43.0,6.4
14150,Valhalla Knights,PSP,2006.0,Role-Playing,Rising Star Games,0.15,0.0,0.07,0.01,0.24,2007-04-17,"A place that was forgotten by history, where humans, elves, dwarves, halflings and other various races lived together in harmony...it was a paradise, surrounded by deep green forests and crystal clear streams. However, the roar of the demons tore apart their peaceful lives. It was the return of the Dark Lord, the previous ruler of the land, which sparked a new round of battles that would eventually encompass all the races. Customizable characters give each player a unique experience. Select from five races (human, dwarf, halfling, elf, machine) and eight different job classes (Fighter, Mage, Priest, Thief, Knight, Samurai, Ninja, Anchor). Enjoy the vast selection of weapons, armor and accessories which also become visible on the in-game models when equipped. Real-time battles in which the player can switch between controlling any of the six party members on the fly. Complete quests to earn more gold to help recruit new party members or upgrade equipment. Network Play – Team up with other players in two multi-player modes, 2-Player Co-op Mode and 2-Player Versus Mode. All items and gold earned in multi-player can be carried back to the single-player game. [XSEED]",53.0,7.6
14151,Harvest Moon: Another Wonderful Life,GC,2004.0,Role-Playing,Marvelous Interactive,0.19,0.05,0.0,0.01,0.24,2005-07-26,"Live the simple life in quaint Forget-Me-Not Valley in Harvest Moon: Another Wonderful Life. This game is similar to the original Harvest Moon: A Wonderful Life, but now you can play as a girl who has left the city to pursue a life on the farm. You'll take part in growing crops, managing livestock, finding a husband, and raising children. The game contains six chapters that span your life and reflect the decisions that you have made along the way.",70.0,8.5
14152,Paperboy,N64,1999.0,Action,Midway Games,0.19,0.05,0.0,0.0,0.24,2007-02-14,"[Xbox Live Arcade] Can you deliver? Keep your subscribers happy by tossing newspapers on their doorsteps with perfect accuracy. Pedal fast and avoid obstacles to make the headlines and bring home the bacon. Challenge: Stay on the road and keep your subscribers happy in Easy Street, Middle Road, and Hard Way difficulties. Earn 12 different achievements to add to your gamerscore, as well. Multiplayer: Play with a friend online or off with co-op multiplayer modes in both split screen and Xbox Live modes. Xbox Live: Keep track of your victories with leaderboards updated weekly and for all time! [Microsoft]",71.0,6.2
14153,Army Men: Air Combat,N64,2000.0,Action,3DO,0.19,0.05,0.0,0.0,0.24,2000-07-14,"Pilot one of four toy helicopters through the treacherous terrain of your backyard, the local playground, picnic areas and nearby beaches. Engage in both air-to-air and air-to-ground combat with enemies ranging from battleships to butterflies. Utilize the unique abilities of each 'copter to battle armies of mutant insects; destroy rampaging remote control cars; blow up sand castles; and save Sarge from being melted by kids with magnifying glasses. Real combat. Plastic men.",77.0,7.4
14154,NCAA College Basketball 2K3,PS2,2002.0,Sports,Sega,0.12,0.09,0.0,0.03,0.24,2002-12-02,"NCAA College Basketball returns for another year of tournaments, chants, and rivalries. More than 300 Division I teams have been updated with accurate rosters, ratings, and schedules. Select a team and compete in conference tournaments, or create your own custom tournament from scratch. As you move up the ranks, you'll discover each school has its own mix of cheerleaders, chants, and fight songs. Now you can invade home courts online against players nationwide on the Xbox and PlayStation 2.",84.0,8.4
